State,Quarter,Text
Maine,Q4,Data shows where a record number of unaccompanied children traveling to the U.S. from Central America and other countries have ended up. Data shows where a record number of unaccompanied children traveling to the U.S. from Central America and other countries have ended up.
Maine,Q4,Editors from publications across the U.S. shared the best journalism they published this year. The Morning newsletter asked editors at dozens of local news publications — both for-profit and nonprofit — around the country to tell us about some of their best 2023 work. Below you’ll find their stories.
Maine,Q4,"Also, police scour a river for the gunman in Maine. Here’s the latest at the end of Friday. The Israeli military launched an intense bombardment of the Gaza Strip this evening and said it was “expanding” its activity there. Cellular and internet service were cut off for much of the territory, and Palestinians said fear and panic were spreading."
Maine,Q4,"Mississippi has long had high childhood immunization rates, but a federal judge has ordered the state to allow parents to opt out on religious grounds. For more than 40 years, Mississippi had one of the strictest school vaccination requirements in the nation, and its high childhood immunization rates have been a source of pride. But in July, the state began excusing children from vaccination if their parents cited religious objections, after a federal judge sided with a “medical freedom” group."
Maine,Q4,"Articles from around The Times, narrated just for you. This weekend, listen to a collection of articles from around The New York Times, read aloud by the reporters who wrote them."
Maine,Q4,"PEPFAR, created by President George W. Bush in 2003 to combat the disease, faces an uncertain future now that its authorizing legislation has lapsed. The institute founded by President George W. Bush issued an urgent call on Wednesday for Congress to renew the global AIDS program known as PEPFAR, a centerpiece of Mr. Bush’s foreign policy legacy that has become a victim of abortion politics on Capitol Hill."
Maine,Q4,"Also, the new speaker sets up a clash over military aid. Here’s the latest at the end of Tuesday. Airstrikes that Israel said were aimed at Hamas militants hit the densely populated area of Jabaliya in Gaza today, leaving a large crater and causing widespread damage."
Maine,Q4,"You won’t find a silver bullet in a single food, experts say, but there are some that may help you build the best defense. On average, more than one in three people in the United States will develop cancer at some point in their lifetime, according to the American Cancer Society. And many of those cases, they say, can potentially be prevented, including by making changes to your diet."
Maine,Q4,"A new crop of popular social media personalities includes a trucker, a shepherd and a commercial fisherman. What they earn from sponsorships is just a nice bonus. It was another busy day for the crew of the Rest-Ashoar, a lobster fishing boat that works the waters off the rocky coast of Winter Harbor, Maine. The captain, Jacob Knowles, had gotten up at 3 a.m. on a brisk October morning and took his vessel 10 miles into the ocean."
Maine,Q4,"The influx of migrants is taxing the social safety net in the U.S. Will Democrats pay the price for it? For far too long, too many Americans considered the border to be someone else’s problem — someone in Texas, maybe, or Arizona or California. People who didn’t live near the border might have condemned harsh tactics used there or offered their communities as sanctuaries for those who managed to slip across it. But for the most part, the challenges of the border remained at the border. Out of sight, out of mind."
Maine,Q4,"How Adidas looked past misconduct in its partnership with Ye, the rapper formerly known as Kanye West. When Adidas ended its wildly lucrative shoe deal with Kanye West, who now goes by Ye, a year ago, the breakup appeared to be the culmination of weeks of his inflammatory remarks about Jews and Black Lives Matter. But our examination found that behind the scenes, the partnership was fraught from the start."
Maine,Q4,"A new study found that the advertisements can be confusing and misleading. Here’s how to make smart buying decisions. If you’re enrolled in Medicare, you might want to turn off your television this time of year."
Maine,Q4,"Legal challenges are pending across the country against a federal law that prevents medical marijuana users from buying or owning firearms. For Vera Cooper, the time had come to buy a gun."
